ESV	Root	Lat	Lon	Verses	Comment
Sidon		33.56316734135746	35.36634649354799	Gen 10:19, Gen 49:13, Judg 1:31, Judg 10:6, Judg 18:28, 2 Sam 24:6, 1 Kgs 17:9, Isa 23:2, Isa 23:4, Isa 23:12, Jer 25:22, Jer 27:3, Jer 47:4, Ezek 27:8, Ezek 28:21, Ezek 28:22, Joel 3:4, Zech 9:2, Matt 11:21, Matt 11:22, Matt 15:21, Mark 3:8, Mark 7:24, Mark 7:31, Luke 4:26, Luke 6:17, Luke 10:13, Luke 10:14, Acts 12:20, Acts 27:3	
Sidon the Great	Sidon	33.56316734135746	35.36634649354799	Josh 19:28	
Silla	Jerusalem	~31.777444	~35.234935	2 Kgs 12:20	
Siloam	Jerusalem	<31.777444	<35.234935	Luke 13:4, John 9:7, John 9:11	
Sin		>28.838778	>33.420573	Ex 16:1, Ex 17:1, Num 33:11, Num 33:12	region
Sinai	Mount Sinai	28.539722	33.973333	Ex 16:1, Ex 19:1, Ex 19:2, Lev 7:38, Num 1:1, Num 1:19, Num 3:4, Num 3:14, Num 9:1, Num 9:5, Num 10:12, Num 26:64, Num 33:15, Num 33:16, Deut 33:2, Judg 5:5, Ps 68:17	
Siphmoth	Anim	~31.373521	~35.074552	1 Sam 30:28	
Sirah		~31.55	~35.1	2 Sam 3:26	
Sirion	Mount Hermon	33.41615982399708	35.85725617635589	Deut 3:9, Ps 29:6, Jer 18:14	
Sitnah	Gerar	~31.39129109635703	~34.56057015639144	Gen 26:21	
Smyrna		38.45196037886051	27.16192104844777	Rev 1:11, Rev 2:8	
Soco	Socoh 1	31.68123465358001	34.97639817516712	2 Chr 11:7, 2 Chr 28:18	
Socoh 1		31.68123465358001	34.97639817516712	Josh 15:35, 1 Sam 17:1, 1 Kgs 4:10	
Socoh 2	Debir 1	~31.41666959977098	~34.96667012280085	Josh 15:48	
Sodom		31.19656033132318	35.39648411813492	Gen 10:19, Gen 13:10, Gen 13:12, Gen 13:13, Gen 14:2, Gen 14:8, Gen 14:10, Gen 14:11, Gen 14:12, Gen 14:17, Gen 14:21, Gen 14:22, Gen 18:16, Gen 18:20, Gen 18:22, Gen 18:26, Gen 19:1, Gen 19:4, Gen 19:24, Gen 19:28, Deut 29:23, Deut 32:32, Isa 1:9, Isa 1:10, Isa 3:9, Isa 13:19, Jer 23:14, Jer 49:18, Jer 50:40, Lam 4:6, Ezek 16:46, Ezek 16:48, Ezek 16:49, Ezek 16:53, Ezek 16:55, Ezek 16:56, Amos 4:11, Zeph 2:9, Matt 10:15, Matt 11:23, Matt 11:24, Luke 10:12, Luke 17:29, Rom 9:29, 2 Pet 2:6, Jude 1:7, Rev 11:8	
Solomon's	Jerusalem	<31.777444	<35.234935	Acts 3:11	
Solomon's Portico	Jerusalem	<31.777444	<35.234935	Acts 5:12	KMZ:Solomons porch
South		?	?	Zech 7:7, Matt 12:42, Luke 11:31	
Spain		>40.481391	>-3.175332	Rom 15:24, Rom 15:28	region
Straight	Damascus	~33.519299	~36.31344999999999	Acts 9:11	
Succoth 1		32.19998298531073	35.63331303389634	Gen 33:17, Josh 13:27, Judg 8:5, Judg 8:6, Judg 8:8, Judg 8:14, Judg 8:15, Judg 8:16, 1 Kgs 7:46, 2 Chr 4:17	
Succoth 2		30.62077414398056	32.25869322351544	Ex 12:37, Ex 13:20, Num 33:5, Num 33:6	
Suph	Red Sea	>27.088473	>34.771729	Deut 1:1	
Suphah	Red Sea	>27.088473	>34.771729	Num 21:14	?
Sur	Jerusalem	<31.777444	<35.234935	2 Kgs 11:6	
Susa		32.18919123705116	48.25788647687722	Ezra 4:9, Neh 1:1, Est 1:2, Est 1:5, Est 2:3, Est 2:5, Est 2:8, Est 3:15, Est 4:8, Est 4:16, Est 8:14, Est 8:15, Est 9:6, Est 9:11, Est 9:12, Est 9:13, Est 9:14, Est 9:15, Est 9:18, Dan 8:2	
Sychar		32.20307656686443	35.31192106402537	John 4:5	
Syene		24.066181	32.895862	Isa 49:12, Ezek 29:10, Ezek 30:6	now Aswan
Syracuse		37.06823247873927	15.2948238829937	Acts 28:12	
Syria	Damascus	>33.519299	>36.31344999999999	Judg 10:6, 1 Kgs 10:29, 1 Kgs 11:25, 1 Kgs 15:18, 1 Kgs 19:15, 1 Kgs 20:1, 1 Kgs 20:20, 1 Kgs 20:22, 1 Kgs 20:23, 1 Kgs 22:1, 1 Kgs 22:3, 1 Kgs 22:31, 2 Kgs 5:1, 2 Kgs 5:5, 2 Kgs 6:8, 2 Kgs 6:11, 2 Kgs 6:24, 2 Kgs 8:7, 2 Kgs 8:9, 2 Kgs 8:13, 2 Kgs 8:28, 2 Kgs 8:29, 2 Kgs 9:14, 2 Kgs 9:15, 2 Kgs 12:17, 2 Kgs 12:18, 2 Kgs 13:3, 2 Kgs 13:4, 2 Kgs 13:7, 2 Kgs 13:17, 2 Kgs 13:19, 2 Kgs 13:22, 2 Kgs 13:24, 2 Kgs 15:37, 2 Kgs 16:5, 2 Kgs 16:6, 2 Kgs 16:7, 1 Chr 18:6, 2 Chr 1:17, 2 Chr 16:2, 2 Chr 16:7, 2 Chr 18:30, 2 Chr 22:5, 2 Chr 22:6, 2 Chr 28:5, 2 Chr 28:23, Isa 7:1, Isa 7:2, Isa 7:4, Isa 7:5, Isa 7:8, Isa 17:3, Ezek 16:57, Ezek 27:16, Amos 1:5, Matt 4:24, Luke 2:2, Acts 15:23, Acts 15:41, Acts 18:18, Acts 20:3, Acts 21:3, Gal 1:21	region
Syrtis		31.766667	18.505556	Acts 27:17	water; from harper; now Sidra
Taanach		32.51723975501718	35.21632508826309	Josh 12:21, Josh 17:11, Josh 21:25, Judg 1:27, Judg 5:19, 1 Kgs 4:12, 1 Chr 7:29	
Taanath-shiloh		32.150000	35.383333	Josh 16:6	~; now Khirbat Tana
Tabbath	Abel-meholah	~32.356010	~35.536929	Judg 7:22	
Taberah	Hazeroth	~28.916667	~34.500000	Num 11:3, Deut 9:22	
Tabor 1	Mount Tabor	32.68695640243183	35.39091304299688	Josh 19:22, Judg 8:18, Ps 89:12, Jer 46:18, Hos 5:1	
Tabor 2	Chesulloth	32.683231	35.324694	1 Chr 6:77	
Tabor 3	Bethel 1	~31.93053920580005	~35.22103274923676	1 Sam 10:3	
Tadmor		34.5540491686839	38.26590497164145	2 Chr 8:4	
Tahath	Mount Hor 1	~30.317396	~35.407152	Num 33:26, Num 33:27	
Tahpanhes		30.860556	32.171389	Jer 2:16, Jer 43:7, Jer 43:8, Jer 43:9, Jer 44:1, Jer 46:14	http://en.wikipedia.org/wiki/Tahpanhes
Tamar 1	Tadmor	34.5540491686839	38.26590497164145	1 Kgs 9:18	
Tamar 2		31.024923	35.064154	Ezek 47:18, Ezek 47:19, Ezek 48:28	now Kurnub; from New Bible Dictionary
Tappuah 1		32.11666666666667	35.23333333333333	Josh 12:17, Josh 16:8, Josh 17:8	
Tappuah 2	Enam	~32.15	~35.1260	Josh 15:34	
Taralah	Haeleph	~31.792733	~35.196862	Josh 18:27	
Tarshish		36.95299512880268	-6.379340234132555	1 Kgs 10:22, 1 Kgs 22:48, 2 Chr 9:21, 2 Chr 20:36, 2 Chr 20:37, Ps 48:7, Ps 72:10, Isa 2:16, Isa 23:1, Isa 23:6, Isa 23:10, Isa 23:14, Isa 60:9, Isa 66:19, Jer 10:9, Ezek 27:12, Ezek 27:25, Ezek 38:13, Jonah 1:3, Jonah 4:2	
Tarsus		36.91802695356275	34.89153398422567	Acts 9:11, Acts 9:30, Acts 11:25, Acts 21:39, Acts 22:3	
Tehaphnehes	Tahpanhes	30.860556	32.171389	Ezek 30:18	
Tekoa		31.63622127191993	35.21407721824517	2 Sam 14:2, 2 Sam 14:4, 2 Sam 14:9, 2 Sam 23:26, 1 Chr 11:28, 2 Chr 11:6, 2 Chr 20:20, Jer 6:1, Amos 1:1	
Tel-abib	Calneh	~32.127213	~45.229995	Ezek 3:15	?; from Arch. Enc. of Holy Land
Telaim	Moladah	~31.162327	~35.057114	1 Sam 15:4	
Telassar	Susa	~32.18919123705116	~48.25788647687722	2 Kgs 19:12, Isa 37:12	from http://en.wikipedia.org/wiki/Elam
Telem	Moladah	~31.162327	~35.057114	Josh 15:24	
Tel-harsha	Calneh	~32.127213	~45.229995	Ezra 2:59, Neh 7:61	near the sea
Tel-melah	Calneh	~32.127213	~45.229995	Ezra 2:59, Neh 7:61	from tyndale
Tema		27.633172	38.554125	Job 6:19, Isa 21:14, Jer 25:23	
Teman		>30.203813	>35.732568	Jer 49:7, Jer 49:20, Ezek 25:13, Amos 1:12, Obad 1:9, Hab 3:3	region
Terah	Mount Hor 1	~30.317396	~35.407152	Num 33:27, Num 33:28	
The Lord Is There	Jerusalem	31.777444	35.234935	Ezek 48:35	
The Place of a Skull	Jerusalem	~31.777444	~35.234935	John 19:17	
The Skull	Jerusalem	~31.777444	~35.234935	Luke 23:33	
The Stone Pavement	Jerusalem	<31.777444	<35.234935	John 19:13	
Thebes		25.700025	32.639441	Jer 46:25, Ezek 30:14, Ezek 30:15, Ezek 30:16, Nahum 3:8	
Thebez		32.3241024517848	35.36825275634464	Judg 9:50, 2 Sam 11:21	
Thessalonica		40.632155565205	22.9320868699276	Acts 17:1, Acts 17:11, Acts 17:13, Acts 27:2, Phil 4:16, 2 Tim 4:10	
Three Taverns		41.591320	12.828636	Acts 28:15	
Thyatira		38.92579128786831	27.85655574592795	Acts 16:14, Rev 1:11, Rev 2:18, Rev 2:24	
Tiberias		32.79553799444466	35.52922039819518	John 6:23	
Tibhath	Berothah	~33.931480	~36.152049	1 Chr 18:8	
Tigris		35.983343	43.346466	Gen 2:14, Dan 10:4	
Timnah 1		31.784368	34.909680	Gen 38:12, Gen 38:13, Gen 38:14, Josh 15:10, Josh 19:43, Judg 14:1, Judg 14:2, Judg 14:5, 2 Chr 28:18	now Tel Batash
Timnah 2		31.699323	35.040359	Josh 15:57	~
Timnath-heres		32.121473	35.150392	Judg 2:9	
Timnath-serah	Timnath-heres	32.121473	35.150392	Josh 19:50, Josh 24:30	
Tiphsah 1		35.847967	38.732350	1 Kgs 4:24	
Tiphsah 2		32.166667	35.166667	2 Kgs 15:16	~
Tirzah		32.27136869937776	35.29430386845415	Josh 12:24, 1 Kgs 14:17, 1 Kgs 15:21, 1 Kgs 15:33, 1 Kgs 16:6, 1 Kgs 16:8, 1 Kgs 16:9, 1 Kgs 16:15, 1 Kgs 16:17, 1 Kgs 16:23, 2 Kgs 15:14, 2 Kgs 15:16, Sng 6:4	
Tishbe	Hazor 1	~33.01718199667929	~35.56804856758258	1 Kgs 17:1	from http://www.britam.org/naphtali.html
Tob		32.561735	36.240494	Judg 11:3, Judg 11:5, 2 Sam 10:6, 2 Sam 10:8	from harper; now et-Taiyibeh
Tochen	Ashnah	~31.8099	~34.9365	1 Chr 4:32	
Tolad	Baalath-beer	~32.049953	~35.733402	1 Chr 4:29	
Tophel		30.936991	35.616870	Deut 1:1	
Topheth	Valley of Hinnom	31.769079	35.227994	2 Kgs 23:10, Jer 7:31, Jer 7:32, Jer 19:6, Jer 19:11, Jer 19:12, Jer 19:13, Jer 19:14	
Tower of Hananel	Jerusalem	<31.777444	<35.234935	Neh 3:1, Neh 12:39, Jer 31:38, Zech 14:10	
Tower of Shechem	Shechem	<32.21369123124062	<35.2817986718367	Judg 9:46, Judg 9:47, Judg 9:49	
Tower of the Hundred	Jerusalem	<31.777444	<35.234935	Neh 3:1, Neh 12:39	
Tower of the Ovens	Jerusalem	<31.777444	<35.234935	Neh 3:11, Neh 12:38	
Trachonitis		>32.833333	>36.5	Luke 3:1	region
Troas		39.50664305923271	26.08059270470616	Acts 16:8, Acts 16:11, Acts 20:5, Acts 20:6, 2 Cor 2:12, 2 Tim 4:13	
Tubal	Pontus	~>40.905222	~>37.799969	Isa 66:19, Ezek 27:13, Ezek 38:2, Ezek 38:3, Ezek 39:1	region
Tyre		33.27582782266882	35.19257453545583	Josh 19:29, 2 Sam 5:11, 2 Sam 24:7, 1 Kgs 5:1, 1 Kgs 7:13, 1 Kgs 7:14, 1 Kgs 9:11, 1 Kgs 9:12, 1 Chr 14:1, 2 Chr 2:3, 2 Chr 2:11, 2 Chr 2:14, Ps 45:12, Ps 83:7, Ps 87:4, Isa 23:1, Isa 23:5, Isa 23:8, Isa 23:15, Isa 23:17, Jer 25:22, Jer 27:3, Jer 47:4, Ezek 26:2, Ezek 26:3, Ezek 26:4, Ezek 26:7, Ezek 26:15, Ezek 27:2, Ezek 27:3, Ezek 27:8, Ezek 27:32, Ezek 28:2, Ezek 28:12, Ezek 29:18, Joel 3:4, Amos 1:9, Amos 1:10, Zech 9:2, Zech 9:3, Matt 11:21, Matt 11:22, Matt 15:21, Mark 3:8, Mark 7:24, Mark 7:31, Luke 6:17, Luke 10:13, Luke 10:14, Acts 12:20, Acts 21:3, Acts 21:7	
Ulai		32.178696	48.224890	Dan 8:2, Dan 8:16	river; from http://en.wikipedia.org/wiki/Ulai
Ummah		33.104377	35.180623	Josh 19:30	now Alma el Shaab
Uphaz	India	>22	>77	Jer 10:9, Dan 10:5	
Upper Beth-horon		31.85891795409998	35.12831317484221	Josh 16:5, 1 Chr 7:24, 2 Chr 8:5	
Ur		30.9620520474569	46.10374195774169	Gen 11:28, Gen 11:31, Gen 15:7, Neh 9:7	
Uz		>30.0334	>36.44839	Job 1:1, Jer 25:20, Lam 4:21	
Uzal		15.354879	44.215092	Ezek 27:19	now Sanaa
Uzza	Jerusalem	<31.777444	<35.234935	2 Kgs 21:18, 2 Kgs 21:26	?
Uzzen-sheerah		31.887821	35.045649	1 Chr 7:24	now Beit Sera
Vale of Succoth	Succoth 1	32.19998298531073	35.63331303389634	Ps 60:6	
Valley Gate	Jerusalem	<31.777444	<35.234935	2 Chr 26:9, Neh 2:13, Neh 2:15, Neh 3:13	
Valley of Achor		31.836890	35.399737	Josh 7:24, Josh 7:26, Josh 15:7, Isa 65:10, Hos 2:15	
Valley of Aijalon	Aijalon	31.84117376619545	35.02537926743067	Josh 10:12	
Valley of Aven		34.006944	36.203889	Amos 1:5	
Valley of Baca	Valley of Hinnom	31.769079	35.227994	Ps 84:6	?
Valley of Beracah		31.610650	35.165648	2 Chr 20:26	
Valley of Elah		31.690629	34.963136	1 Sam 17:2, 1 Sam 17:19, 1 Sam 21:9	
Valley of Eshcol	Mamre	>31.54909871686872	>35.09356062020027	Num 13:23, Num 13:24, Num 32:9, Deut 1:24	
Valley of Gerar	Gerar	31.39129109635703	34.56057015639144	Gen 26:17	
Valley of Gibeon	Gibeon	>31.84684772753698	>35.18491237777512	Isa 28:21	
Valley of Hamon-gog	Dibon 1	~31.49684513710609	~35.78284105296996	Ezek 39:11, Ezek 39:15	
Valley of Hebron	Mamre	>31.54909871686872	>35.09356062020027	Gen 37:14	?
Valley of Hinnom		31.769079	35.227994	Josh 15:8, Josh 18:16, Neh 11:30	
Valley of Iphtahel		32.832774	35.277225	Josh 19:14, Josh 19:27	
Valley of Jehoshaphat	Kidron	31.772134	35.236596	Joel 3:2, Joel 3:12	
Valley of Jericho	Jericho	>31.87060143818292	>35.44386371224434	Deut 34:3	
Valley of Jezreel	Jezreel 2	~32.5559631396043	~35.33078927843792	Josh 17:16, Judg 6:33, Hos 1:5	
Valley of Lebanon	Mount Hermon	33.41615982399708	35.85725617635589	Josh 11:17, Josh 12:7	
Valley of Mizpeh		33.281770	35.573371	Josh 11:8	
Valley of Rephaim		31.756332	35.223059	Josh 15:8, Josh 18:16, 2 Sam 5:18, 2 Sam 5:22, 2 Sam 23:13, 1 Chr 11:15, 1 Chr 14:9, Isa 17:5	
Valley of Salt		31.087328	35.383740	2 Sam 8:13, 2 Kgs 14:7, 1 Chr 18:12, 2 Chr 25:11, Ps 60:1	from nbd
Valley of Shaveh	Jerusalem	~31.777444	~35.234935	Gen 14:17	
Valley of Shittim	Abel-shittim	>31.85826217905818	>35.64156652792805	Joel 3:18	
Valley of Siddim		31.235341	35.517624	Gen 14:3, Gen 14:8, Gen 14:10	~
Valley of Slaughter	Valley of Hinnom	31.769079	35.227994	Jer 7:32, Jer 19:6	
Valley of Sorek		31.825731	34.989013	Judg 16:4	now Wadi es-Sarar
Valley of Succoth	Succoth 1	32.19998298531073	35.63331303389634	Ps 108:7	
Valley of Zeboim		31.936283	35.424836	1 Sam 13:18	from tyndale; now Wadi ed Dubba
Valley of Zephathah		31.615198	34.910085	2 Chr 14:10	
Valley of Zered	Zered	30.884128	35.897633	Num 21:12	
Valley of the Arnon	Arnon	31.428800	35.677009	Deut 2:24, Deut 2:36, Deut 3:8, Deut 3:12, Deut 3:16, Deut 4:48, Josh 12:1, Josh 12:2, Josh 13:9, Josh 13:16, 2 Kgs 10:33	
Valley of the Son of Hinnom	Valley of Hinnom	31.769079	35.227994	Josh 15:8, Josh 18:16, 2 Kgs 23:10, 2 Chr 28:3, 2 Chr 33:6, Jer 7:31, Jer 7:32, Jer 19:2, Jer 19:6, Jer 32:35	
Valley of the Travelers	Dibon 1	~31.49684513710609	~35.78284105296996	Ezek 39:11	
Waheb	Red Sea	~>27.088473	~>34.771729	Num 21:14	
Washer's Field	Valley of Hinnom	~31.769079	~35.227994	2 Kgs 18:17, Isa 7:3, Isa 36:2	
Water Gate	Jerusalem	<31.777444	<35.234935	Neh 3:26, Neh 8:1, Neh 8:3, Neh 8:16, Neh 12:37	
Way of Holiness	Jerusalem	~31.777444	~35.234935	Isa 35:8	road
Wildgoats' Rocks	Engedi	~31.46152536164766	~35.39241108242345	1 Sam 24:2	
Yiron		33.088748	35.414111	Josh 19:38	now Yaroun
Zaanan	Shaphir	~31.743719	~34.694006	Mic 1:11	
Zaanannim	Kedesh 1	~33.11298357486105	~35.53361334150225	Josh 19:33, Judg 4:11	
Zair	Zoar	30.9265225301655	35.4190606947832	2 Kgs 8:21	
Zalmon	Mount Ebal	32.23293813761263	35.27304180036391	Ps 68:14	
Zalmonah	Dibon 1	~31.49684513710609	~35.78284105296996	Num 33:41, Num 33:42	
Zanoah 1		31.716667	35.000000	Josh 15:34, Neh 3:13, Neh 11:30	
Zanoah 2		31.366667	35.000000	Josh 15:56	
Zaphon		32.237710	35.585865	Josh 13:27, Judg 12:1	~; now Qos
Zarephath		33.4333	35.3	1 Kgs 17:9, 1 Kgs 17:10, Obad 1:20, Luke 4:26	
Zarethan		32.267821	35.576613	Josh 3:16, 1 Kgs 4:12, 1 Kgs 7:46	now Tell es Saidiyeh; from harper
Zeboiim	Admah	~31.11942270162137	~35.41253049195169	Gen 10:19, Gen 14:2, Gen 14:8, Deut 29:23, Hos 11:8	
Zeboim		31.10182240291489	35.47633656511371	Neh 11:34	
Zedad		34.312571	36.925484	Num 34:8, Ezek 47:15	
Zela	Haeleph	~31.792733	~35.196862	Josh 18:28, 2 Sam 21:14	
Zelzah		31.717666	35.187019	1 Sam 10:2	
Zemaraim		31.910999	35.457280	Josh 18:22	
Zenan	Shaphir	~31.743719	~34.694006	Josh 15:37	
Zephath		30.880918	34.630620	Judg 1:17	
Zer	Hammath	~33.125828	~35.165000	Josh 19:35	
Zered		30.884128	35.897633	Deut 2:13, Deut 2:14	river
Zeredah 1	Mount Ebal	~32.23293813761263	~35.27304180036391	1 Kgs 11:26	
Zeredah 2	Zarethan	32.267821	35.576613	2 Chr 4:17	
Zererah	Zarethan	32.267821	35.576613	Judg 7:22	?; from tyndale
Zereth-shahar		31.616962	35.567522	Josh 13:19	
Ziddim		32.814279	35.435872	Josh 19:35	~
Ziklag		31.37760000000001	34.87356199999998	Josh 15:31, Josh 19:5, 1 Sam 27:6, 1 Sam 30:1, 1 Sam 30:14, 1 Sam 30:26, 2 Sam 1:1, 2 Sam 4:10, 1 Chr 4:30, 1 Chr 12:1, 1 Chr 12:20, Neh 11:28	
Zimri	Susa	~>32.18919123705116	~>48.25788647687722	Jer 25:25	?
Zin 1	Kadesh-barnea	>30.68771281376111	>34.49479554246946	Num 13:21, Num 20:1, Num 27:14, Num 33:36, Num 34:3, Deut 32:51, Josh 15:1	region
Zin 2	Kadesh-barnea	~30.68771281376111	~34.49479554246946	Num 34:4, Josh 15:3	
Zion	Jerusalem	31.777444	35.234935	2 Sam 5:7, 1 Kgs 8:1, 2 Kgs 19:21, 1 Chr 11:5, 2 Chr 5:2, Ps 2:6, Ps 9:11, Ps 9:14, Ps 14:7, Ps 20:2, Ps 48:12, Ps 50:2, Ps 51:18, Ps 53:6, Ps 65:1, Ps 69:35, Ps 76:2, Ps 84:5, Ps 84:7, Ps 87:2, Ps 87:5, Ps 97:8, Ps 99:2, Ps 102:13, Ps 102:16, Ps 102:21, Ps 110:2, Ps 126:1, Ps 128:5, Ps 129:5, Ps 132:13, Ps 133:3, Ps 134:3, Ps 135:21, Ps 137:1, Ps 137:3, Ps 146:10, Ps 147:12, Ps 149:2, Sng 3:11, Isa 1:8, Isa 1:27, Isa 2:3, Isa 3:16, Isa 3:17, Isa 4:3, Isa 4:4, Isa 10:24, Isa 10:32, Isa 12:6, Isa 14:32, Isa 16:1, Isa 28:16, Isa 30:19, Isa 31:9, Isa 33:5, Isa 33:14, Isa 33:20, Isa 34:8, Isa 35:10, Isa 37:22, Isa 40:9, Isa 41:27, Isa 46:13, Isa 49:14, Isa 51:3, Isa 51:11, Isa 51:16, Isa 52:1, Isa 52:2, Isa 52:7, Isa 52:8, Isa 59:20, Isa 60:14, Isa 61:3, Isa 62:11, Isa 64:10, Isa 66:8, Jer 3:14, Jer 4:6, Jer 4:31, Jer 6:2, Jer 6:23, Jer 8:19, Jer 9:19, Jer 14:19, Jer 26:18, Jer 30:17, Jer 31:6, Jer 31:12, Jer 50:5, Jer 50:28, Jer 51:10, Jer 51:24, Jer 51:35, Lam 1:4, Lam 1:6, Lam 1:17, Lam 2:1, Lam 2:4, Lam 2:6, Lam 2:8, Lam 2:10, Lam 2:13, Lam 2:18, Lam 4:2, Lam 4:11, Lam 4:22, Lam 5:11, Joel 2:1, Joel 2:15, Joel 2:23, Joel 3:16, Joel 3:17, Joel 3:21, Amos 1:2, Amos 6:1, Mic 1:13, Mic 3:10, Mic 3:12, Mic 4:2, Mic 4:8, Mic 4:10, Mic 4:11, Mic 4:13, Zeph 3:14, Zeph 3:16, Zech 1:14, Zech 1:17, Zech 2:7, Zech 2:10, Zech 8:2, Zech 8:3, Zech 9:9, Zech 9:13, Matt 21:5, John 12:15, Rom 9:33, Rom 11:26, 1 Pet 2:6	
Zion's	Jerusalem	31.777444	35.234935	Isa 33:6, Isa 62:1	
Zior		31.589719	35.148296	Josh 15:54	
Ziph 1		31.4833	35.1333	Josh 15:55, 1 Sam 23:14, 1 Sam 23:15, 1 Sam 23:24, 1 Sam 26:2, 2 Chr 11:8	
Ziph 2	Moladah	~31.162327	~35.057114	Josh 15:24	
Ziphron	Hazar-enan	~34.229499	~37.240077	Num 34:9	
Ziz		31.572903	35.406346	2 Chr 20:16	
Zoan		30.97461982407924	31.88417306768534	Num 13:22, Ps 78:12, Ps 78:43, Isa 19:11, Isa 19:13, Isa 30:4, Ezek 30:14	
Zoar		30.9265225301655	35.4190606947832	Gen 13:10, Gen 14:2, Gen 14:8, Gen 19:22, Gen 19:23, Gen 19:30, Deut 34:3, Isa 15:5, Jer 48:34	
Zobah	Zedad	>34.312571	>36.925484	1 Sam 14:47, 2 Sam 8:3, 2 Sam 8:5, 2 Sam 8:12, 2 Sam 10:6, 2 Sam 10:8, 2 Sam 23:36, 1 Kgs 11:23, 1 Chr 18:5, 1 Chr 18:9, 1 Chr 19:6	region
Zobah-Hamath	Zedad	>34.312571	>36.925484	1 Chr 18:3	
Zophim		31.767811	35.725296	Num 23:14	~
Zorah		31.762141	34.969319	Josh 15:33, Josh 19:41, Judg 13:2, Judg 13:25, Judg 16:31, Judg 18:2, Judg 18:8, Judg 18:11, 2 Chr 11:10, Neh 11:29	
Zuph	Gibeon	~31.84684772753698	~35.18491237777512	1 Sam 9:5	
